rowNum,ids,family,subfamily,genus,subgenus,species,subspecies,scientificNameAuthorship,scientificName,taxonRank
8605,10085,Limoniidae,Limoniinae,Dicranomyia,Pseudoglochina,procella,,"(Alexander, 1936)",Dicranomyia (Pseudoglochina) procella,species
8606,10086,Limoniidae,Limoniinae,Dicranomyia,Pseudoglochina,pulchripes,,"(Alexander, 1920)",Dicranomyia (Pseudoglochina) pulchripes,species
8607,10087,Limoniidae,Limoniinae,Dicranomyia,Pseudoglochina,querula,,"(Alexander, 1937)",Dicranomyia (Pseudoglochina) querula,species
8608,10088,Limoniidae,Limoniinae,Dicranomyia,Pseudoglochina,riukiuensis,,"(Alexander, 1929)",Dicranomyia (Pseudoglochina) riukiuensis,species
8609,10089,Limoniidae,Limoniinae,Dicranomyia,Pseudoglochina,unicinctipes,,"(Alexander, 1929)",Dicranomyia (Pseudoglochina) unicinctipes,species
8610,10094,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,,,"Alexander, 1963",Dicranomyia (Sivalimnobia),subgenus
8611,10095,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,alticola,,"Edwards, 1916",Dicranomyia (Sivalimnobia) alticola,species
8612,10096,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,approximata,,"Brunetti, 1912",Dicranomyia (Sivalimnobia) approximata,species
8613,10097,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,aquosa,,"Verrall, 1886",Dicranomyia (Sivalimnobia) aquosa,species
8614,10099,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,bicolor,,"Brunetti, 1918",Dicranomyia (Sivalimnobia) bicolor,species
8615,10101,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,clavula,,"(Alexander, 1972)",Dicranomyia (Sivalimnobia) clavula,species
8616,10103,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,euphileta,,"(Alexander, 1924)",Dicranomyia (Sivalimnobia) euphileta,species
8617,10104,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,excelsa,,"Alexander, 1915",Dicranomyia (Sivalimnobia) excelsa,species
8618,10105,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,fortis,,"Brunetti, 1912",Dicranomyia (Sivalimnobia) fortis,species
8619,10107,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,kali,,"(Alexander, 1963)",Dicranomyia (Sivalimnobia) kali,species
8620,10109,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,marginella,,"(Alexander, 1929)",Dicranomyia (Sivalimnobia) marginella,species
8621,10110,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,nongkodjadjarensis,,"Meijere, 1913",Dicranomyia (Sivalimnobia) nongkodjadjarensis,species
8622,10112,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,pererratica,,"(Alexander, 1973)",Dicranomyia (Sivalimnobia) pererratica,species
8623,10113,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,pleiades,,"(Alexander, 1931)",Dicranomyia (Sivalimnobia) pleiades,species
8624,10114,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,rahula,,"(Alexander, 1963)",Dicranomyia (Sivalimnobia) rahula,species
8625,10115,Limoniidae,Limoniinae,Dicranomyia,Sivalimnobia,uma,,"(Alexander, 1967)",Dicranomyia (Sivalimnobia) uma,species
8626,10122,Limoniidae,Limoniinae,Dicranomyia,Unplaced,erythrina,,"Alexander, 1915",Dicranomyia (Unplaced) erythrina,species
8627,10133,Limoniidae,Limoniinae,Dicranomyia,Unplaced,nelliana,,"Alexander, 1914",Dicranomyia (Unplaced) nelliana,species
8628,10141,Limoniidae,Limoniinae,Dicranomyia,Unplaced,scutellumnigrum,,"Alexander, 1920",Dicranomyia (Unplaced) scutellumnigrum,species
8629,10145,Limoniidae,Limoniinae,Dicranomyia,Unplaced,tamarae,,"Alexander, 1920",Dicranomyia (Unplaced) tamarae,species
8630,10148,Limoniidae,Limoniinae,Dicranomyia,Unplaced,vernalis,,"Philippi, 1866",Dicranomyia (Unplaced) vernalis,species
8631,10149,Limoniidae,Limoniinae,Dicranomyia,Zalusa,,,"Enderlein, 1906",Dicranomyia (Zalusa),subgenus
8632,10150,Limoniidae,Limoniinae,Dicranomyia,Zalusa,falklandica,,"(Enderlein, 1906)",Dicranomyia (Zalusa) falklandica,species
8633,10151,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,,,"Alexander, 1924",Dicranomyia (Zelandoglochina),subgenus
8634,10152,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,angelica,,"(Alexander, 1929)",Dicranomyia (Zelandoglochina) angelica,species
8635,10154,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,aphanta,,"(Alexander, 1929)",Dicranomyia (Zelandoglochina) aphanta,species
8636,10155,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,atrovittata,,"Alexander, 1922",Dicranomyia (Zelandoglochina) atrovittata,species
8637,10156,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,bigoti,,"(Alexander, 1913)",Dicranomyia (Zelandoglochina) bigoti,species
8638,10157,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,canterburiana,,"Alexander, 1923",Dicranomyia (Zelandoglochina) canterburiana,species
8639,10158,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,circularis,,"Alexander, 1924",Dicranomyia (Zelandoglochina) circularis,species
8640,10159,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,circumcincta,,"Alexander, 1924",Dicranomyia (Zelandoglochina) circumcincta,species
8641,10160,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,crassipes,,"Edwards, 1923",Dicranomyia (Zelandoglochina) crassipes,species
8642,10161,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,cubitalis,,"Edwards, 1923",Dicranomyia (Zelandoglochina) cubitalis,species
8643,10162,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,decincta,,"Edwards, 1923",Dicranomyia (Zelandoglochina) decincta,species
8644,10163,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,fagetorum,,"(Alexander, 1929)",Dicranomyia (Zelandoglochina) fagetorum,species
8645,10164,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,flabellifera,,"(Alexander, 1929)",Dicranomyia (Zelandoglochina) flabellifera,species
8646,10165,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,flavidipennis,,"Edwards, 1923",Dicranomyia (Zelandoglochina) flavidipennis,species
8647,10166,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,harrisi,,"Alexander, 1923",Dicranomyia (Zelandoglochina) harrisi,species
8648,10167,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,huttoni,,"Edwards, 1923",Dicranomyia (Zelandoglochina) huttoni,species
8649,10168,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,laterospina,,"Alexander, 1924",Dicranomyia (Zelandoglochina) laterospina,species
8650,10170,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,melanogramma,,"Edwards, 1923",Dicranomyia (Zelandoglochina) melanogramma,species
8651,10171,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,miniata,,"(Alexander, 1929)",Dicranomyia (Zelandoglochina) miniata,species
8652,10172,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,multiarmata,,"(Alexander, 1929)",Dicranomyia (Zelandoglochina) multiarmata,species
8653,10173,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,multinodosa,,"(Alexander, 1929)",Dicranomyia (Zelandoglochina) multinodosa,species
8654,10174,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,myersi,,"Alexander, 1924",Dicranomyia (Zelandoglochina) myersi,species
8655,10175,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,nodulifera,,"(Alexander, 1929)",Dicranomyia (Zelandoglochina) nodulifera,species
8656,10176,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,nubleana,,"(Alexander, 1971)",Dicranomyia (Zelandoglochina) nubleana,species
8657,10177,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,octava,,"Edwards, 1923",Dicranomyia (Zelandoglochina) octava,species
8658,10178,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,ofella,,"(Alexander, 1954)",Dicranomyia (Zelandoglochina) ofella,species
8659,10179,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,omissistyla,,"(Alexander, 1929)",Dicranomyia (Zelandoglochina) omissistyla,species
8660,10180,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,paradisea,,"Alexander, 1923",Dicranomyia (Zelandoglochina) paradisea,species
8661,10181,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,parvispinosa,,"(Alexander, 1929)",Dicranomyia (Zelandoglochina) parvispinosa,species
8662,10182,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,percelestis,,"(Alexander, 1953)",Dicranomyia (Zelandoglochina) percelestis,species
8663,10183,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,pervincta,,"(Alexander, 1936)",Dicranomyia (Zelandoglochina) pervincta,species
8664,10184,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,pilosipennis,,"(Alexander, 1929)",Dicranomyia (Zelandoglochina) pilosipennis,species
8665,10185,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,setulipennis,,"(Alexander, 1929)",Dicranomyia (Zelandoglochina) setulipennis,species
8666,10187,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,sublacteata,,"Edwards, 1923",Dicranomyia (Zelandoglochina) sublacteata,species
8667,10188,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,tehuelche,,"(Alexander, 1929)",Dicranomyia (Zelandoglochina) tehuelche,species
8668,10189,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,tenuipalpis,,"(Alexander, 1929)",Dicranomyia (Zelandoglochina) tenuipalpis,species
8669,10190,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,torticornis,,"(Alexander, 1929)",Dicranomyia (Zelandoglochina) torticornis,species
8670,10191,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,unicornis,,"Alexander, 1923",Dicranomyia (Zelandoglochina) unicornis,species
8671,10192,Limoniidae,Limoniinae,Dicranomyia,Zelandoglochina,unijuga,,"Alexander, 1923",Dicranomyia (Zelandoglochina) unijuga,species
8672,10193,Limoniidae,Limoniinae,Dicranoptycha,,,,"Osten Sacken, 1860",Dicranoptycha,genus
8673,10194,Limoniidae,Limoniinae,Dicranoptycha,,acanthophallus,,"Alexander, 1940",Dicranoptycha acanthophallus,species
8674,10195,Limoniidae,Limoniinae,Dicranoptycha,,acuterebra,,"Alexander, 1960",Dicranoptycha acuterebra,species
8675,10197,Limoniidae,Limoniinae,Dicranoptycha,,atricolor,,"Alexander, 1920",Dicranoptycha atricolor,species
8676,10198,Limoniidae,Limoniinae,Dicranoptycha,,atripes,,"Alexander, 1963",Dicranoptycha atripes,species
8677,10199,Limoniidae,Limoniinae,Dicranoptycha,,aurogeniculata,,"Alexander, 1951",Dicranoptycha aurogeniculata,species
8678,10200,Limoniidae,Limoniinae,Dicranoptycha,,australis,,"Alexander, 1926",Dicranoptycha australis,species
8679,10201,Limoniidae,Limoniinae,Dicranoptycha,,azrael,,"Alexander, 1953",Dicranoptycha azrael,species
8680,10202,Limoniidae,Limoniinae,Dicranoptycha,,basitarsata,,"Alexander, 1960",Dicranoptycha basitarsata,species
8681,10203,Limoniidae,Limoniinae,Dicranoptycha,,breviterebra,,"Alexander, 1960",Dicranoptycha breviterebra,species
8682,10204,Limoniidae,Limoniinae,Dicranoptycha,,buksubaeksaniana,,"Podenas, Byun and Kim, 2015",Dicranoptycha buksubaeksaniana,species
8683,10206,Limoniidae,Limoniinae,Dicranoptycha,,byersi,,"Young, 1987",Dicranoptycha byersi,species
8684,10207,Limoniidae,Limoniinae,Dicranoptycha,,caesia,,"Alexander, 1928",Dicranoptycha caesia,species
8685,10208,Limoniidae,Limoniinae,Dicranoptycha,,cinerascens,,"(Meigen, 1818)",Dicranoptycha cinerascens,species
8686,10209,Limoniidae,Limoniinae,Dicranoptycha,,confluens,,"Alexander, 1923",Dicranoptycha confluens,species
8687,10210,Limoniidae,Limoniinae,Dicranoptycha,,costaricensis,,"Alexander, 1939",Dicranoptycha costaricensis,species
8688,10211,Limoniidae,Limoniinae,Dicranoptycha,,diacaena,,"Alexander, 1963",Dicranoptycha diacaena,species
8689,10212,Limoniidae,Limoniinae,Dicranoptycha,,diacantha,,"Alexander, 1938",Dicranoptycha diacantha,species
8690,10213,Limoniidae,Limoniinae,Dicranoptycha,,edashigeana,,"Alexander, 1955",Dicranoptycha edashigeana,species
8691,10215,Limoniidae,Limoniinae,Dicranoptycha,,elsa,,"Alexander and Alexander, 1929",Dicranoptycha elsa,species
8692,10217,Limoniidae,Limoniinae,Dicranoptycha,,formosensis,,"Alexander, 1928",Dicranoptycha formosensis,species
8693,10219,Limoniidae,Limoniinae,Dicranoptycha,,freidbergi,,"Stary, 1994",Dicranoptycha freidbergi,species
8694,10220,Limoniidae,Limoniinae,Dicranoptycha,,fuscescens,,"(Schummel, 1829)",Dicranoptycha fuscescens,species
8695,10221,Limoniidae,Limoniinae,Dicranoptycha,,geniculata,,"Alexander, 1928",Dicranoptycha geniculata,species
8696,10222,Limoniidae,Limoniinae,Dicranoptycha,,germana,,"Osten Sacken, 1860",Dicranoptycha germana,species
8697,10223,Limoniidae,Limoniinae,Dicranoptycha,,griveaudi,,"Alexander, 1965",Dicranoptycha griveaudi,species
8698,10224,Limoniidae,Limoniinae,Dicranoptycha,,gyebangsaniana,,"Podenas, Byun and Kim, 2015",Dicranoptycha gyebangsaniana,species
8699,10225,Limoniidae,Limoniinae,Dicranoptycha,,harpyia,,"Alexander, 1946",Dicranoptycha harpyia,species
8700,10226,Limoniidae,Limoniinae,Dicranoptycha,,hasegawai,,"Alexander, 1955",Dicranoptycha hasegawai,species
8701,10227,Limoniidae,Limoniinae,Dicranoptycha,,ibo,,"Alexander, 1976",Dicranoptycha ibo,species
8702,10228,Limoniidae,Limoniinae,Dicranoptycha,,issikina,,"Alexander, 1930",Dicranoptycha issikina,species
8703,10229,Limoniidae,Limoniinae,Dicranoptycha,,jiufengshana,,"Xu, Chen and Zhang, 2023",Dicranoptycha jiufengshana,species
8704,10230,Limoniidae,Limoniinae,Dicranoptycha,,keiserae,,"Alexander, 1963",Dicranoptycha keiserae,species
8705,10231,Limoniidae,Limoniinae,Dicranoptycha,,kenyana,,"Seguy, 1938",Dicranoptycha kenyana,species
8706,10232,Limoniidae,Limoniinae,Dicranoptycha,,kwangtungensis,,"Alexander, 1942",Dicranoptycha kwangtungensis,species
8707,10233,Limoniidae,Limoniinae,Dicranoptycha,,laevis,,"Alexander, 1948",Dicranoptycha laevis,species
8708,10234,Limoniidae,Limoniinae,Dicranoptycha,,lataurata,,"Alexander, 1963",Dicranoptycha lataurata,species
8709,10235,Limoniidae,Limoniinae,Dicranoptycha,,leucopoda,,"Alexander, 1953",Dicranoptycha leucopoda,species
8710,10237,Limoniidae,Limoniinae,Dicranoptycha,,linsdalei,,"Alexander, 1966",Dicranoptycha linsdalei,species
8711,10238,Limoniidae,Limoniinae,Dicranoptycha,,livescens,,"Loew, 1870",Dicranoptycha livescens,species
8712,10239,Limoniidae,Limoniinae,Dicranoptycha,,longipennis,,"Alexander, 1963",Dicranoptycha longipennis,species
8713,10241,Limoniidae,Limoniinae,Dicranoptycha,,luteipes,,"Alexander, 1923",Dicranoptycha luteipes,species
8714,10242,Limoniidae,Limoniinae,Dicranoptycha,,machidana,,"Alexander, 1932",Dicranoptycha machidana,species
8715,10243,Limoniidae,Limoniinae,Dicranoptycha,,malabarica,,"Alexander, 1941",Dicranoptycha malabarica,species
8716,10244,Limoniidae,Limoniinae,Dicranoptycha,,matengoensis,,"Alexander, 1970",Dicranoptycha matengoensis,species
8717,10245,Limoniidae,Limoniinae,Dicranoptycha,,megaphallus,,"Alexander, 1926",Dicranoptycha megaphallus,species
8718,10246,Limoniidae,Limoniinae,Dicranoptycha,,melampygia,,"Alexander, 1950",Dicranoptycha melampygia,species
8719,10248,Limoniidae,Limoniinae,Dicranoptycha,,minima,,"Alexander, 1919",Dicranoptycha minima,species
8720,10249,Limoniidae,Limoniinae,Dicranoptycha,,mirabilis,,"Savchenko, 1970",Dicranoptycha mirabilis,species
8721,10250,Limoniidae,Limoniinae,Dicranoptycha,,natalia,,"Alexander, 1920",Dicranoptycha natalia,species
8722,10251,Limoniidae,Limoniinae,Dicranoptycha,,nigripes,,"Osten Sacken, 1860",Dicranoptycha nigripes,species
8723,10252,Limoniidae,Limoniinae,Dicranoptycha,,nigrogenualis,,"Alexander, 1949",Dicranoptycha nigrogenualis,species
8724,10253,Limoniidae,Limoniinae,Dicranoptycha,,nigrotibialis,,"Alexander, 1934",Dicranoptycha nigrotibialis,species
8725,10254,Limoniidae,Limoniinae,Dicranoptycha,,nox,,"Alexander, 1960",Dicranoptycha nox,species
8726,10255,Limoniidae,Limoniinae,Dicranoptycha,,occidentalis,,"Alexander, 1927",Dicranoptycha occidentalis,species
8727,10257,Limoniidae,Limoniinae,Dicranoptycha,,pachystyla,,"Alexander, 1963",Dicranoptycha pachystyla,species
8728,10258,Limoniidae,Limoniinae,Dicranoptycha,,pallida,,"Alexander, 1926",Dicranoptycha pallida,species
8729,10259,Limoniidae,Limoniinae,Dicranoptycha,,pallidibasis,,"Alexander, 1931",Dicranoptycha pallidibasis,species
8730,10260,Limoniidae,Limoniinae,Dicranoptycha,,paralivescens,,"Stary, 1972",Dicranoptycha paralivescens,species
8731,10261,Limoniidae,Limoniinae,Dicranoptycha,,patens,,"Alexander, 1960",Dicranoptycha patens,species
8732,10262,Limoniidae,Limoniinae,Dicranoptycha,,phallosomica,,"Alexander, 1937",Dicranoptycha phallosomica,species
8733,10263,Limoniidae,Limoniinae,Dicranoptycha,,pholiota,,"Alexander, 1963",Dicranoptycha pholiota,species
8734,10265,Limoniidae,Limoniinae,Dicranoptycha,,polysticta,,"Alexander, 1953",Dicranoptycha polysticta,species
8735,10266,Limoniidae,Limoniinae,Dicranoptycha,,prolongata,,"Alexander, 1938",Dicranoptycha prolongata,species
8736,10267,Limoniidae,Limoniinae,Dicranoptycha,,pseudocinerea,,"Stary, 1972",Dicranoptycha pseudocinerea,species
8737,10268,Limoniidae,Limoniinae,Dicranoptycha,,quadrivittata,,"Alexander, 1919",Dicranoptycha quadrivittata,species
8738,10269,Limoniidae,Limoniinae,Dicranoptycha,,recurvispina,,"Savchenko, 1974",Dicranoptycha recurvispina,species
8739,10270,Limoniidae,Limoniinae,Dicranoptycha,,robinsoni,,"Alexander, 1958",Dicranoptycha robinsoni,species
8740,10273,Limoniidae,Limoniinae,Dicranoptycha,,rubronigra,,"Alexander, 1955",Dicranoptycha rubronigra,species
8741,10274,Limoniidae,Limoniinae,Dicranoptycha,,savtshenkoi,,"Mendl, 1976",Dicranoptycha savtshenkoi,species
8742,10275,Limoniidae,Limoniinae,Dicranoptycha,,septemtrionis,,"Alexander, 1926",Dicranoptycha septemtrionis,species
8743,10276,Limoniidae,Limoniinae,Dicranoptycha,,shandongensis,,"Xu, Chen and Zhang, 2023",Dicranoptycha shandongensis,species
8744,10277,Limoniidae,Limoniinae,Dicranoptycha,,sobrina,,"Osten Sacken, 1860",Dicranoptycha sobrina,species
8745,10279,Limoniidae,Limoniinae,Dicranoptycha,,spinifera,,"Young, 1987",Dicranoptycha spinifera,species
8746,10280,Limoniidae,Limoniinae,Dicranoptycha,,spinigera,,"Alexander, 1958",Dicranoptycha spinigera,species
8747,10281,Limoniidae,Limoniinae,Dicranoptycha,,spinosissima,,"Alexander, 1950",Dicranoptycha spinosissima,species
8748,10282,Limoniidae,Limoniinae,Dicranoptycha,,squamigera,,"Alexander, 1963",Dicranoptycha squamigera,species
8749,10284,Limoniidae,Limoniinae,Dicranoptycha,,stenophallus,,"Alexander, 1950",Dicranoptycha stenophallus,species
8750,10285,Limoniidae,Limoniinae,Dicranoptycha,,strictoneura,,"Alexander, 1953",Dicranoptycha strictoneura,species
8751,10286,Limoniidae,Limoniinae,Dicranoptycha,,stuckenbergi,,"Alexander, 1970",Dicranoptycha stuckenbergi,species
8752,10287,Limoniidae,Limoniinae,Dicranoptycha,,stygipes,,"Alexander, 1938",Dicranoptycha stygipes,species
8753,10288,Limoniidae,Limoniinae,Dicranoptycha,,suensoniana,,"Alexander, 1941",Dicranoptycha suensoniana,species
8754,10289,Limoniidae,Limoniinae,Dicranoptycha,,tennessa,,"Alexander, 1941",Dicranoptycha tennessa,species
8755,10290,Limoniidae,Limoniinae,Dicranoptycha,,tigrina,,"Alexander, 1919",Dicranoptycha tigrina,species
8756,10291,Limoniidae,Limoniinae,Dicranoptycha,,trochanterata,,"Speiser, 1908",Dicranoptycha trochanterata,species
8757,10292,Limoniidae,Limoniinae,Dicranoptycha,,venosa,,"Alexander, 1924",Dicranoptycha venosa,species
8758,10293,Limoniidae,Limoniinae,Dicranoptycha,,verticillata,,"Alexander, 1958",Dicranoptycha verticillata,species
8759,10294,Limoniidae,Limoniinae,Dicranoptycha,,vulpes,,"Alexander, 1935",Dicranoptycha vulpes,species
8760,10295,Limoniidae,Limoniinae,Dicranoptycha,,winnemana,,"Alexander, 1916",Dicranoptycha winnemana,species
8761,10296,Limoniidae,Limoniinae,Dicranoptycha,,yamata,,"Alexander, 1919",Dicranoptycha yamata,species
8762,10297,Limoniidae,Limoniinae,Discobola,,,,"Osten Sacken, 1865",Discobola,genus
8763,10298,Limoniidae,Limoniinae,Discobola,,acurostris,,"(Alexander, 1943)",Discobola acurostris,species
8764,10300,Limoniidae,Limoniinae,Discobola,,annulata,,"(Linnaeus, 1758)",Discobola annulata,species
8765,10302,Limoniidae,Limoniinae,Discobola,,armorica,,"(Alexander, 1942)",Discobola armorica,species
8766,10303,Limoniidae,Limoniinae,Discobola,,australis,,"(Skuse, 1890)",Discobola australis,species
8767,10304,Limoniidae,Limoniinae,Discobola,,boninensis,,"(Alexander, 1972)",Discobola boninensis,species
8768,10305,Limoniidae,Limoniinae,Discobola,,caesarea,,"(Osten Sacken, 1854)",Discobola caesarea,species
8769,10306,Limoniidae,Limoniinae,Discobola,,calamites,,"(Alexander, 1959)",Discobola calamites,species
8770,10307,Limoniidae,Limoniinae,Discobola,,caledoniae,,"(Alexander, 1948)",Discobola caledoniae,species
8771,10309,Limoniidae,Limoniinae,Discobola,,dicycla,,"Edwards, 1923",Discobola dicycla,species
8772,10310,Limoniidae,Limoniinae,Discobola,,dohrni,,"(Osten Sacken, 1894)",Discobola dohrni,species
8773,10312,Limoniidae,Limoniinae,Discobola,,epiphragmoides,,"(Edwards, 1933)",Discobola epiphragmoides,species
8774,10313,Limoniidae,Limoniinae,Discobola,,euthenia,,"(Alexander, 1958)",Discobola euthenia,species
8775,10314,Limoniidae,Limoniinae,Discobola,,freyana,,"(Nielsen, 1961)",Discobola freyana,species
8776,10315,Limoniidae,Limoniinae,Discobola,,fumihalterata,,"(Alexander, 1955)",Discobola fumihalterata,species
8777,10318,Limoniidae,Limoniinae,Discobola,,gibberina,,"(Alexander, 1948)",Discobola gibberina,species
8778,10319,Limoniidae,Limoniinae,Discobola,,gowdeyi,,"(Alexander, 1933)",Discobola gowdeyi,species
8779,10320,Limoniidae,Limoniinae,Discobola,,haetara,,"Johns and Jenner, 2006",Discobola haetara,species
8780,10322,Limoniidae,Limoniinae,Discobola,,margarita,,"Alexander, 1924",Discobola margarita,species
8781,10324,Limoniidae,Limoniinae,Discobola,,moiwana,,"Alexander, 1924",Discobola moiwana,species
8782,10325,Limoniidae,Limoniinae,Discobola,,neoelegans,,"(Alexander, 1954)",Discobola neoelegans,species
8783,10326,Limoniidae,Limoniinae,Discobola,,nigroclavata,,"(Alexander, 1943)",Discobola nigroclavata,species
8784,10327,Limoniidae,Limoniinae,Discobola,,parargus,,"(Edwards, 1933)",Discobola parargus,species
8785,10328,Limoniidae,Limoniinae,Discobola,,parvispinula,,"(Alexander, 1947)",Discobola parvispinula,species
8786,10331,Limoniidae,Limoniinae,Discobola,,striata,chathamica,"Alexander, 1924",Discobola striata chathamica,subspecies
8787,10332,Limoniidae,Limoniinae,Discobola,,striata,striata,"Edwards, 1923",Discobola striata striata,subspecies
8788,10333,Limoniidae,Limoniinae,Discobola,,taivanella,,"(Alexander, 1930)",Discobola taivanella,species
8789,10335,Limoniidae,Limoniinae,Discobola,,tessellata,,"(Osten Sacken, 1894)",Discobola tessellata,species
8790,10338,Limoniidae,Limoniinae,Discobola,,venustula,,"(Alexander, 1929)",Discobola venustula,species
8791,10341,Limoniidae,Limoniinae,Elephantomyia,,,,"Osten Sacken, 1860",Elephantomyia,genus
8792,10342,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,,,"Osten Sacken, 1860",Elephantomyia (Elephantomyia),subgenus
8793,10343,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,adirondacensis,,"Alexander, 1943",Elephantomyia (Elephantomyia) adirondacensis,species
8794,10344,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,alticola,,"Alexander, 1925",Elephantomyia (Elephantomyia) alticola,species
8795,10345,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,angustissima,,"Alexander, 1931",Elephantomyia (Elephantomyia) angustissima,species
8796,10347,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,arcuaria,,"Alexander, 1945",Elephantomyia (Elephantomyia) arcuaria,species
8797,10348,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,argentipleura,,"Alexander, 1970",Elephantomyia (Elephantomyia) argentipleura,species
8798,10349,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,atropleura,,"Alexander, 1955",Elephantomyia (Elephantomyia) atropleura,species
8799,10350,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,aurantiaca,,"Alexander, 1917",Elephantomyia (Elephantomyia) aurantiaca,species
8800,10352,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,banksi,,"Alexander, 1927",Elephantomyia (Elephantomyia) banksi,species
8801,10353,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,barda,,"Alexander, 1955",Elephantomyia (Elephantomyia) barda,species
8802,10354,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,boliviensis,,"Alexander, 1930",Elephantomyia (Elephantomyia) boliviensis,species
8803,10357,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,brunneipennis,,"Alexander, 1938",Elephantomyia (Elephantomyia) brunneipennis,species
8804,10358,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,carbo,carbo,"Alexander, 1938",Elephantomyia (Elephantomyia) carbo carbo,subspecies
8805,10359,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,carbo,sikkimensis,"Alexander, 1964",Elephantomyia (Elephantomyia) carbo sikkimensis,subspecies
8806,10360,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,catarractes,,"Gavryushin, 2016",Elephantomyia (Elephantomyia) catarractes,species
8807,10361,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,ceratocheiloides,,"Alexander, 1930",Elephantomyia (Elephantomyia) ceratocheiloides,species
8808,10362,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,chionopoda,,"Alexander, 1943",Elephantomyia (Elephantomyia) chionopoda,species
8809,10363,Limoniidae,Limoniinae,Elephantomyia,Elephantomyia,chiriquiana,,"Alexander, 1945",Elephantomyia (Elephantomyia) chiriquiana,species
